key,text
CHAR_KIR_DESC,등로단의 SPECIALIST 역할을 맡은 탐사대원.
CHAR_KIR_NAME,키르
CHAR_LAVENT_DESC,등로단의 GUARDIAN 역할을 맡은 탐사대원.
CHAR_LAVENT_NAME,라벤트
CHAR_LIV_DESC,등로단의 VANGUARD 역할을 맡은 탐사대원.
CHAR_LIV_NAME,리브
CHAR_MAERU_DESC,등로단의 GUARDIAN 역할을 맡은 탐사대원.
CHAR_MAERU_NAME,마에루
CHAR_MERIN_DESC,등로단의 MEDIC 역할을 맡은 탐사대원.
CHAR_MERIN_NAME,메린
CHAR_MIRE_DESC,등로단의 MEDIC 역할을 맡은 탐사대원.
CHAR_MIRE_NAME,미레
CHAR_MOEN_DESC,등로단의 SPECIALIST 역할을 맡은 탐사대원.
CHAR_MOEN_NAME,모엔
CHAR_NARIN_DESC,등로단의 ASSAULT 역할을 맡은 탐사대원.
CHAR_NARIN_NAME,나린
CHAR_NOAR_DESC,등로단의 MEDIC 역할을 맡은 탐사대원.
CHAR_NOAR_NAME,노아르
CHAR_ORBIN_DESC,등로단의 GUARDIAN 역할을 맡은 탐사대원.
CHAR_ORBIN_NAME,오르빈
CHAR_ORSA_DESC,등로단의 GUARDIAN 역할을 맡은 탐사대원.
CHAR_ORSA_NAME,오르사
CHAR_PERIN_DESC,등로단의 SPECIALIST 역할을 맡은 탐사대원.
CHAR_PERIN_NAME,페린
CHAR_RAEN_DESC,등로단의 VANGUARD 역할을 맡은 탐사대원.
CHAR_RAEN_NAME,라엔
CHAR_REMA_DESC,등로단의 GUARDIAN 역할을 맡은 탐사대원.
CHAR_REMA_NAME,레마
CHAR_RIAS_DESC,등로단의 ASSAULT 역할을 맡은 탐사대원.
CHAR_RIAS_NAME,리아스
CHAR_ROAN_DESC,등로단의 VANGUARD 역할을 맡은 탐사대원.
CHAR_ROAN_NAME,로안
CHAR_ROME_DESC,등로단의 GUARDIAN 역할을 맡은 탐사대원.
CHAR_ROME_NAME,로메
CHAR_SEB_DESC,등로단의 VANGUARD 역할을 맡은 탐사대원.
CHAR_SEB_NAME,세브
CHAR_SEON_DESC,등로단의 MEDIC 역할을 맡은 탐사대원.
CHAR_SEON_NAME,세온
CHAR_SOA_DESC,등로단의 SPECIALIST 역할을 맡은 탐사대원.
CHAR_SOA_NAME,소아
CHAR_SOREN_DESC,등로단의 ARTILLERY 역할을 맡은 탐사대원.
CHAR_SOREN_NAME,소렌
CHAR_TERAN_DESC,등로단의 VANGUARD 역할을 맡은 탐사대원.
CHAR_TERAN_NAME,테란
CHAR_TIEL_DESC,등로단의 MEDIC 역할을 맡은 탐사대원.
CHAR_TIEL_NAME,티엘
CHAR_TOA_DESC,등로단의 SPECIALIST 역할을 맡은 탐사대원.
CHAR_TOA_NAME,토아
CHAR_VELK_DESC,등로단의 ASSAULT 역할을 맡은 탐사대원.
CHAR_VELK_NAME,벨크
CHAR_VEON_DESC,등로단의 ASSAULT 역할을 맡은 탐사대원.
CHAR_VEON_NAME,베온
CHAR_VERA_DESC,등로단의 SPECIALIST 역할을 맡은 탐사대원.
CHAR_VERA_NAME,베라
CHAR_YUNAK_DESC,등로단의 ARTILLERY 역할을 맡은 탐사대원.
CHAR_YUNAK_NAME,유나크
CHAR_YURIEN_DESC,등로단의 ARTILLERY 역할을 맡은 탐사대원.
CHAR_YURIEN_NAME,유리엔
CHAR_ZERN_DESC,등로단의 ASSAULT 역할을 맡은 탐사대원.
CHAR_ZERN_NAME,제른
CHOICE_LIGHT,먼저 불빛을 확인한다
CHOICE_RECORD,기록 장치를 확보한다
ENEMY_AFTERGLOW_SCREEN,잔광 차폐기
ENEMY_ARC_HARRIER,ENM025
ENEMY_ARC_MOTE,전류 부유체
ENEMY_ASH_CITADEL,BOSS008
ENEMY_ASH_RUNNER,ENM022
ENEMY_BREAKWATER_GUARD,ENM042
ENEMY_BRIDGE_ANCHOR,ENM027
ENEMY_BRINE_CANNON,ENM041
ENEMY_BROADCASTER,왜곡 방송국
ENEMY_BROKENLINE_TRACKER,단선 추적자
ENEMY_CHORUS_BIT,합창 파편
ENEMY_CINDER_RIFLE,ENM023
ENEMY_CROWN_LANCER,BOSS019
ENEMY_DOCKET_GUARD,ENM036
ENEMY_DOOM_SIGNALER,BOSS021
ENEMY_DREAM_BAILIFF,BOSS012
ENEMY_DREAM_PATROL,ENM034
ENEMY_DROWNED_SCOUT,ENM019
ENEMY_DUNE_STATIONMASTER,BOSS016
ENEMY_DUST_LENS,먼지 렌즈
ENEMY_ECLIPSE_WARD,ENM039
ENEMY_ETERNAL_TICKET,BOSS022
ENEMY_FALLEN_BATTERY,낙선 포대
ENEMY_FOG_MORTAR,ENM020
ENEMY_FROST_CANTOR,BOSS010
ENEMY_GLASS_MARSHAL,BOSS006
ENEMY_GLASS_STALKER,ENM016
ENEMY_GLASS_TRANSMITTER,유리 송신체
ENEMY_GRAVITY_AUDITOR,BOSS017
ENEMY_HOLLOW_ENGINE,공허 기관
ENEMY_ICE_RELAY,ENM029
ENEMY_INDEX_PREDATOR,BOSS020
ENEMY_IRON_CANTOR,철의 선창자
ENEMY_LAST_LINE_WARDEN,BOSS023
ENEMY_LUNAR_DIVIDER,BOSS013
ENEMY_MAGMA_CASTER,ENM032
ENEMY_MEND_ECHO,수복 잔향
ENEMY_MIRROR_BULWARK,ENM018
ENEMY_MOON_SKIRMISHER,ENM037
ENEMY_NAMELESS_PRELATE,BOSS015
ENEMY_NIGHT_BELL,심야의 종
ENEMY_NULL_GARDENER,BOSS018
ENEMY_ORE_BASTION,ENM033
ENEMY_PRISM_GUNNER,ENM017
ENEMY_QUARRY_CUTTER,ENM031
ENEMY_RETURN_FORMATION_CORE,회송 편성핵
ENEMY_REVERSE_ELECTRODE,역송 전극체
ENEMY_REVERSE_GATEKEEPER,역행의 개찰자
ENEMY_RUSH_WISP,화염 송곳짐승
ENEMY_SCARLET_EXCAVATOR,BOSS011
ENEMY_SHELL_RELAY,장갑 중계기
ENEMY_SILT_MEDIC,ENM021
ENEMY_SLEEP_NEEDLE,ENM035
ENEMY_SMOG_WARDEN,ENM024
ENEMY_SNOW_TRACKER,ENM028
ENEMY_SURGE_RUNNER,ENM040
ENEMY_THUNDER_LENS,ENM026
ENEMY_TIDAL_SNIPER,ENM038
ENEMY_TIDAL_SWITCHMASTER,BOSS007
ENEMY_TIDE_REAPER,BOSS014
ENEMY_VACANT_CHORUS,빈자리 합창체
ENEMY_VOLT_ARCHON,BOSS009
ENEMY_WARDEN_FRAME,감시자 골격
ENEMY_WHITE_DAWN_OBSERVER,백야 관측체
ENEMY_WHITE_MEDIC,ENM030
GAME_SUBTITLE,빛이 끊긴 세계에서 이야기를 잇는 사람들
GAME_TITLE,LUMENBOUND: TACTICS OF THE LAST LINE
ITEM_BLUEPRINT_T1,설계도 T1
ITEM_BLUEPRINT_T2,설계도 T2
ITEM_BLUEPRINT_T3,설계도 T3
ITEM_BLUEPRINT_T4,설계도 T4
ITEM_BREAK_CORE_T1,돌파 코어 T1
ITEM_BREAK_CORE_T2,돌파 코어 T2
ITEM_BREAK_CORE_T3,돌파 코어 T3
ITEM_BREAK_CORE_T4,돌파 코어 T4
ITEM_CREDIT,크레딧
ITEM_EXPEDITION_ROUTE_MODULE_A,노선 확장 모듈 α
ITEM_EXPEDITION_ROUTE_MODULE_B,노선 확장 모듈 β
ITEM_FACTION_SEAL_T1,조직 인장 T1
ITEM_FACTION_SEAL_T2,조직 인장 T2
ITEM_FACTION_SEAL_T3,조직 인장 T3
ITEM_LANTERN_SHARD,등불 파편
ITEM_ROLE_TOKEN_T1,역할 토큰 T1
ITEM_ROLE_TOKEN_T2,역할 토큰 T2
ITEM_ROLE_TOKEN_T3,역할 토큰 T3
ITEM_ROLE_TOKEN_T4,역할 토큰 T4
ITEM_SHARD_CHR001,마에루 조각
ITEM_SHARD_CHR002,로안 조각
ITEM_SHARD_CHR003,나린 조각
ITEM_SHARD_CHR004,에다 조각
ITEM_SHARD_CHR005,소렌 조각
ITEM_SHARD_CHR006,베라 조각
ITEM_SHARD_CHR007,토아 조각
ITEM_SHARD_CHR008,이리 조각
ITEM_SHARD_CHR009,리브 조각
ITEM_SHARD_CHR010,세온 조각
ITEM_SHARD_CHR011,아델린 조각
ITEM_SHARD_CHR012,키르 조각
ITEM_SHARD_CHR013,레마 조각
ITEM_SHARD_CHR014,베온 조각
ITEM_SHARD_CHR015,하르트 조각
ITEM_SHARD_CHR016,오르사 조각
ITEM_SHARD_CHR017,티엘 조각
ITEM_SHARD_CHR018,리아스 조각
ITEM_SHARD_CHR019,페린 조각
ITEM_SHARD_CHR020,카른 조각
ITEM_SHARD_CHR021,노아르 조각
ITEM_SHARD_CHR022,세브 조각
ITEM_SHARD_CHR023,유리엔 조각
ITEM_SHARD_CHR024,모엔 조각
ITEM_SHARD_CHR025,라벤트 조각
ITEM_SHARD_CHR026,카이렌 조각
ITEM_SHARD_CHR027,이노아 조각
ITEM_SHARD_CHR028,드란 조각
ITEM_SHARD_CHR029,메린 조각
ITEM_SHARD_CHR030,시엘 조각
ITEM_SHARD_CHR031,로메 조각
ITEM_SHARD_CHR032,키안 조각
ITEM_SHARD_CHR033,다엘 조각
ITEM_SHARD_CHR034,오르빈 조각
ITEM_SHARD_CHR035,헤라온 조각
ITEM_SHARD_CHR036,미레 조각
ITEM_SHARD_CHR037,라엔 조각
ITEM_SHARD_CHR038,제른 조각
ITEM_SHARD_CHR039,소아 조각
ITEM_SHARD_CHR040,바엘 조각
ITEM_SHARD_CHR041,테란 조각
ITEM_SHARD_CHR042,유나크 조각
ITEM_SHARD_CHR043,아린트 조각
ITEM_SHARD_CHR044,벨크 조각
ITEM_SKILL_BOOK_T1,기술 교본 T1
ITEM_SKILL_BOOK_T2,기술 교본 T2
ITEM_SKILL_BOOK_T3,기술 교본 T3
ITEM_SKILL_BOOK_T4,기술 교본 T4
ITEM_SKILL_TOKEN_T1,기술 토큰 T1
ITEM_SKILL_TOKEN_T2,기술 토큰 T2
ITEM_SKILL_TOKEN_T3,기술 토큰 T3
ITEM_SKILL_TOKEN_T4,기술 토큰 T4
ITEM_TRAINING_NOTE_L,훈련 노트 L
ITEM_TRAINING_NOTE_M,훈련 노트 M
ITEM_TRAINING_NOTE_S,훈련 노트 S
ITEM_TRAINING_NOTE_XL,훈련 노트 XL
ITEM_ULT_BOOK_T1,궁극 교본 T1
ITEM_ULT_BOOK_T2,궁극 교본 T2
ITEM_ULT_BOOK_T3,궁극 교본 T3
ITEM_ULT_BOOK_T4,궁극 교본 T4
ITEM_UNIVERSAL_CATALYST,범용 촉매
ITEM_WEAPON_CHIP_L,무기 칩 L
ITEM_WEAPON_CHIP_M,무기 칩 M
ITEM_WEAPON_CHIP_S,무기 칩 S
ITEM_WEAPON_CHIP_XL,무기 칩 XL
ITEM_WEAPON_ORE_T1,무기 광석 T1
ITEM_WEAPON_ORE_T2,무기 광석 T2
ITEM_WEAPON_ORE_T3,무기 광석 T3
ITEM_WEAPON_ORE_T4,무기 광석 T4
MAP_ANOMALY_CH01_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH01_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH01_H03_DIALOGUE_02,잔광 차폐기: [왜곡된 적대 파장]
MAP_ANOMALY_CH01_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH01_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH01_H03_TITLE,특이 위협 신호 · 잔광 차폐기
MAP_ANOMALY_CH01_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH01_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH01_N06_DIALOGUE_02,단선 추적자: [왜곡된 적대 파장]
MAP_ANOMALY_CH01_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH01_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH01_N06_TITLE,특이 위협 신호 · 단선 추적자
MAP_ANOMALY_CH01_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH01_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH01_N13_DIALOGUE_02,유리 송신체: [왜곡된 적대 파장]
MAP_ANOMALY_CH01_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH01_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH01_N13_TITLE,특이 위협 신호 · 유리 송신체
MAP_ANOMALY_CH02_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH02_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH02_H03_DIALOGUE_02,빈자리 합창체: [왜곡된 적대 파장]
MAP_ANOMALY_CH02_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH02_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH02_H03_TITLE,특이 위협 신호 · 빈자리 합창체
MAP_ANOMALY_CH02_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH02_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH02_N06_DIALOGUE_02,역송 전극체: [왜곡된 적대 파장]
MAP_ANOMALY_CH02_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH02_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH02_N06_TITLE,특이 위협 신호 · 역송 전극체
MAP_ANOMALY_CH02_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH02_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH02_N13_DIALOGUE_02,낙선 포대: [왜곡된 적대 파장]
MAP_ANOMALY_CH02_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH02_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH02_N13_TITLE,특이 위협 신호 · 낙선 포대
MAP_ANOMALY_CH03_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH03_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH03_H03_DIALOGUE_02,ENM018: [왜곡된 적대 파장]
MAP_ANOMALY_CH03_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH03_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH03_H03_TITLE,특이 위협 신호 · ENM018
MAP_ANOMALY_CH03_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH03_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH03_N06_DIALOGUE_02,ENM016: [왜곡된 적대 파장]
MAP_ANOMALY_CH03_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH03_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH03_N06_TITLE,특이 위협 신호 · ENM016
MAP_ANOMALY_CH03_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH03_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH03_N13_DIALOGUE_02,ENM017: [왜곡된 적대 파장]
MAP_ANOMALY_CH03_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH03_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH03_N13_TITLE,특이 위협 신호 · ENM017
MAP_ANOMALY_CH04_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH04_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH04_H03_DIALOGUE_02,ENM018: [왜곡된 적대 파장]
MAP_ANOMALY_CH04_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH04_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH04_H03_TITLE,특이 위협 신호 · ENM018
MAP_ANOMALY_CH04_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH04_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH04_N06_DIALOGUE_02,ENM016: [왜곡된 적대 파장]
MAP_ANOMALY_CH04_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH04_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH04_N06_TITLE,특이 위협 신호 · ENM016
MAP_ANOMALY_CH04_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH04_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH04_N13_DIALOGUE_02,ENM017: [왜곡된 적대 파장]
MAP_ANOMALY_CH04_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH04_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH04_N13_TITLE,특이 위협 신호 · ENM017
MAP_ANOMALY_CH05_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH05_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH05_H03_DIALOGUE_02,ENM021: [왜곡된 적대 파장]
MAP_ANOMALY_CH05_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH05_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH05_H03_TITLE,특이 위협 신호 · ENM021
MAP_ANOMALY_CH05_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH05_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH05_N06_DIALOGUE_02,ENM019: [왜곡된 적대 파장]
MAP_ANOMALY_CH05_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH05_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH05_N06_TITLE,특이 위협 신호 · ENM019
MAP_ANOMALY_CH05_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH05_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH05_N13_DIALOGUE_02,ENM020: [왜곡된 적대 파장]
MAP_ANOMALY_CH05_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH05_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH05_N13_TITLE,특이 위협 신호 · ENM020
MAP_ANOMALY_CH06_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH06_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH06_H03_DIALOGUE_02,ENM021: [왜곡된 적대 파장]
MAP_ANOMALY_CH06_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH06_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH06_H03_TITLE,특이 위협 신호 · ENM021
MAP_ANOMALY_CH06_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH06_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH06_N06_DIALOGUE_02,ENM019: [왜곡된 적대 파장]
MAP_ANOMALY_CH06_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH06_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH06_N06_TITLE,특이 위협 신호 · ENM019
MAP_ANOMALY_CH06_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH06_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH06_N13_DIALOGUE_02,ENM020: [왜곡된 적대 파장]
MAP_ANOMALY_CH06_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH06_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH06_N13_TITLE,특이 위협 신호 · ENM020
MAP_ANOMALY_CH07_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH07_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
